name,score,user score,critics,users,platform,rating
Borderlands: The Handsome Collection,82,78.0,49,554,PlayStation4,76.31
Until Dawn,79,83.0,103,3193,PlayStation4,76.3
Puppeteer,80,84.0,75,271,PlayStation3,76.3
The Banner Saga,80,80.0,74,778,PC,76.27
de Blob,82,82.0,48,84,Wii,76.25
SingStar (2008),82,61.0,48,16,PlayStation3,76.25
Okamiden,82,82.0,48,69,DS,76.25
Kingdom Hearts HD 2.5 ReMIX,81,90.0,58,455,PlayStation3,76.25
Professor Layton and the Azran Legacy,81,81.0,58,101,3DS,76.25
Blur,81,81.0,58,102,PlayStation3,76.25
Muramasa: The Demon Blade,81,83.0,58,120,Wii,76.25
Red Steel 2,80,85.0,73,196,Wii,76.23
Wii Sports Resort,80,81.0,73,266,Wii,76.23
Hot Shots Golf: Open Tee,81,85.0,57,35,PSP,76.2
Dishonored: Death of the Outsider,82,71.0,47,181,PlayStation4,76.19
Children of Morta,82,83.0,47,199,PC,76.19
N++,82,66.0,47,69,PlayStation4,76.19
FIFA 15,82,56.0,47,1076,PlayStation4,76.19
Unreal Tournament III,82,75.0,47,100,Xbox360,76.19
Astro's Playroom,82,0.0,47,0,PlayStation5,76.19
The Darkness II,80,76.0,71,253,Xbox360,76.17
Kingdoms of Amalur: Reckoning,80,78.0,71,461,Xbox360,76.17
Napoleon: Total War,81,79.0,56,588,PC,76.16
Helldivers,81,80.0,56,482,PlayStation4,76.16
Dragon Quest VII: Fragments of the Forgotten Past,81,83.0,56,139,3DS,76.16
New Super Mario Bros. U Deluxe,80,70.0,70,272,Switch,76.14
Yakuza Kiwami,80,79.0,70,477,PlayStation4,76.14
Blood & Truth,80,79.0,70,238,PlayStation4,76.14
The Dishwasher: Vampire Smile,81,82.0,55,31,Xbox360,76.11
Planet Zoo,81,81.0,55,90,PC,76.11
Ace Combat 7: Skies Unknown,80,80.0,69,331,PlayStation4,76.1
Middle-earth: Shadow of War,80,44.0,69,1370,PlayStation4,76.1
Guitar Hero Live,80,62.0,69,193,PlayStation4,76.1
Yoshi's Crafted World,79,80.0,92,311,Switch,76.09
Kirby: Triple Deluxe,80,86.0,68,298,3DS,76.07
Fast RMX,81,79.0,54,406,Switch,76.06
WarioWare: Touched!,81,81.0,54,85,DS,76.06
Puyo Puyo Tetris,81,81.0,54,200,Switch,76.06
Tyranny,80,78.0,67,580,PC,76.04
Gran Turismo 5 Prologue,80,71.0,67,134,PlayStation3,76.04
ilomilo,81,82.0,53,60,Xbox360,76.01
Super Scribblenauts,81,83.0,53,54,DS,76.01
Mortal Kombat: Deception,81,87.0,53,32,Xbox,76.01
Phoenix Wright: Ace Attorney,81,90.0,53,296,DS,76.01
Samurai Shodown,81,78.0,53,74,PlayStation4,76.01
Borderlands 3,81,52.0,53,2454,PC,76.01
SoulCalibur V,81,66.0,53,185,PlayStation3,76.01
SteamWorld Quest: Hand of Gilgamech,81,76.0,53,67,Switch,76.01
Call of Duty: Advanced Warfare,81,55.0,53,931,XboxOne,76.01
LEGO City Undercover,80,82.0,66,325,WiiU,76.0
Total War: Attila,80,74.0,66,619,PC,76.0
Skate 3,80,82.0,65,160,Xbox360,75.97
Trackmania Turbo,81,75.0,52,192,PlayStation4,75.96
Battlefield V,81,29.0,52,2814,PC,75.96
Fall Guys: Ultimate Knockout,81,71.0,52,780,PlayStation4,75.96
Shift 2: Unleashed,81,64.0,52,112,PlayStation3,75.96
Battlefield 4,81,62.0,52,3821,PC,75.96
Age of Empires III,81,78.0,52,669,PC,75.96
Plants vs Zombies: Garden Warfare 2,80,79.0,64,119,XboxOne,75.93
Skylanders SuperChargers,81,36.0,51,34,PlayStation4,75.91
Ratchet: Deadlocked,81,88.0,51,210,PlayStation2,75.91
Mario & Luigi: Superstar Saga + Bowser's Minions,81,83.0,51,112,3DS,75.91
"Pokemon: Let's Go, Pikachu!",79,61.0,84,1619,Switch,75.91
Driver: San Francisco,80,77.0,63,143,Xbox360,75.89
Tom Clancy's The Division,80,70.0,63,2529,PlayStation4,75.89
Wii Fit,80,77.0,63,156,Wii,75.89
RiME,80,78.0,63,313,PlayStation4,75.89
Resident Evil 3,79,65.0,83,2299,PlayStation4,75.89
Call of Duty: WWII,79,47.0,83,1729,PlayStation4,75.89
Mirror's Edge,79,76.0,82,365,Xbox360,75.86
The Witcher,81,87.0,50,1449,PC,75.86
WWE SmackDown vs. Raw 2007,81,80.0,50,61,Xbox360,75.86
Danganronpa 2: Goodbye Despair,81,89.0,50,231,PlayStationVita,75.86
Kingdom Under Fire: The Crusaders,81,81.0,50,35,Xbox,75.86
LEGO Star Wars II: The Original Trilogy,81,80.0,50,56,Xbox360,75.86
Gravity Rush Remastered,80,81.0,62,414,PlayStation4,75.85
Tokyo Mirage Sessions #FE,80,79.0,62,399,WiiU,75.85
Gears of War: Judgment,79,56.0,81,900,Xbox360,75.84
Vampire: The Masquerade - Bloodlines,80,89.0,61,891,PC,75.82
The Last Story,80,85.0,61,223,Wii,75.82
"Snipperclips - Cut it out, together!",80,82.0,61,381,Switch,75.82
Metal Gear Rising: Revengeance,80,80.0,61,871,PlayStation3,75.82
Prey,79,74.0,80,138,Xbox360,75.81
Patapon 2,81,86.0,49,85,PSP,75.8
Anno 1800,81,79.0,49,335,PC,75.8
Mario Golf: Toadstool Tour,81,81.0,49,68,GameCube,75.8
Halo Wars 2,79,62.0,79,545,XboxOne,75.79
LittleBigPlanet 3,79,71.0,78,673,PlayStation4,75.76
Skulls of the Shogun,81,81.0,48,49,Xbox360,75.75
Amnesia: Rebirth,81,63.0,48,148,PC,75.75
Monster Hunter Freedom Unite,81,85.0,48,167,PSP,75.75
WWE SmackDown vs. Raw 2010,80,82.0,59,53,Xbox360,75.74
Tekken 6,80,69.0,59,163,Xbox360,75.74
Outlast,80,83.0,59,1619,PC,75.74
Yakuza 3,79,83.0,77,218,PlayStation3,75.74
Lost Planet: Extreme Condition,79,71.0,76,207,Xbox360,75.71
Dead Rising 2,79,71.0,76,243,Xbox360,75.71
Kameo: Elements of Power,79,80.0,76,131,Xbox360,75.71
Forza Motorsport 5,79,60.0,76,1138,XboxOne,75.71
Sam & Max Episode 101: Culture Shock,81,77.0,47,38,PC,75.69
Dragon Age II,79,46.0,75,2397,Xbox360,75.68
Tom Clancy's Ghost Recon: Future Soldier,79,73.0,75,341,Xbox360,75.68
Peter Jackson's King Kong: The Official Game of the Movie,80,75.0,57,90,Xbox360,75.66
Pokemon White Version 2,80,78.0,57,353,DS,75.66
South Park: The Fractured But Whole,79,77.0,74,492,PlayStation4,75.65
Detroit: Become Human,78,87.0,104,4642,PlayStation4,75.63
Wolfenstein: The New Order,79,81.0,73,1521,PlayStation4,75.63
Pokemon Black Version 2,80,78.0,56,466,DS,75.61
Bully: Scholarship Edition,80,83.0,56,194,Xbox360,75.61
Scribblenauts,79,76.0,72,121,DS,75.6
Final Fantasy Crystal Chronicles,80,89.0,55,221,GameCube,75.57
Geometry Wars: Galaxies,80,81.0,55,28,Wii,75.57
Star Wars: Battlefront,80,84.0,55,80,Xbox,75.57
Danganronpa: Trigger Happy Havoc,80,87.0,55,297,PlayStationVita,75.57
Star Ocean: Till the End of Time,80,86.0,55,137,PlayStation2,75.57
Metroid: Other M,79,67.0,71,587,Wii,75.57
Banjo-Kazooie: Nuts & Bolts,79,67.0,71,352,Xbox360,75.57
Star Wars Jedi: Fallen Order,79,77.0,70,2950,PlayStation4,75.54
Ace Combat 6: Fires of Liberation,80,80.0,54,115,Xbox360,75.53
Tomb Raider: Legend,80,73.0,54,98,Xbox360,75.53
Dead Rising 2,80,67.0,54,194,PlayStation3,75.53
NBA 2K18,80,17.0,54,720,PlayStation4,75.53
Madden NFL 07,80,60.0,54,151,Xbox360,75.53
Elite: Dangerous,80,67.0,54,1833,PC,75.53
Professor Layton VS Phoenix Wright Ace Attorney,79,82.0,69,145,3DS,75.51
Enslaved: Odyssey to the West,80,76.0,53,356,PlayStation3,75.48
Disney Infinity 3.0 Edition,80,60.0,53,84,PlayStation4,75.48
LEGO Dimensions,80,71.0,53,81,PlayStation4,75.48
Need for Speed: Rivals,80,62.0,53,815,PlayStation4,75.48
Tom Clancy's Ghost Recon 2,80,86.0,53,61,Xbox,75.48
Sid Meier's Civilization V: Gods & Kings,80,77.0,53,452,PC,75.48
Prey,79,78.0,68,997,PlayStation4,75.48
Tales of Vesperia,79,89.0,67,279,Xbox360,75.45
Tales of Vesperia,79,89.0,67,279,Xbox360,75.45
"Warhammer 40,000: Dawn of War II - Retribution",80,77.0,52,265,PC,75.44
Monster Hunter Generations Ultimate,80,85.0,52,146,Switch,75.44
SoulCalibur: Broken Destiny,80,66.0,52,56,PSP,75.44
DOOM,79,86.0,66,466,Switch,75.42
The Unfinished Swan,79,81.0,66,117,PlayStation3,75.42
Mirror's Edge,79,77.0,66,415,PlayStation3,75.42
Tiger Woods PGA Tour 10,80,69.0,51,20,Xbox360,75.39
Dungeon Siege II,80,78.0,51,201,PC,75.39
Ghostrunner,80,83.0,51,176,PC,75.39
Ghostrunner,80,83.0,51,176,PC,75.39
Metal Gear Acid 2,80,81.0,51,36,PSP,75.39
Far Cry 3: Blood Dragon,80,84.0,51,335,Xbox360,75.39
Everybody's Gone to the Rapture,78,65.0,89,598,PlayStation4,75.37
Heavenly Sword,79,82.0,64,609,PlayStation3,75.35
Trine,80,81.0,50,578,PC,75.34
Tiger Woods PGA Tour 12: The Masters,80,61.0,50,27,Xbox360,75.34
Spider-Man 2,80,87.0,50,212,PlayStation2,75.34
MotoGP '06,80,74.0,50,14,Xbox360,75.34
Tekken 6,79,75.0,63,265,PlayStation3,75.32
Wipeout 2048,79,82.0,63,208,PlayStationVita,75.32
EA Sports MMA,79,80.0,63,52,Xbox360,75.32
Golden Sun: Dark Dawn,79,82.0,63,103,DS,75.32
Alienation,79,78.0,63,211,PlayStation4,75.32
Killzone: Mercenary,78,88.0,86,593,PlayStationVita,75.31
Trauma Center: Second Opinion,80,80.0,49,51,Wii,75.29
Oxenfree,80,77.0,49,305,PC,75.29
Battlefield 2: Modern Combat,80,82.0,49,30,Xbox,75.29
LEGO The Lord of the Rings,80,84.0,49,89,Xbox360,75.29
Donkey Kong Jungle Beat,80,82.0,49,43,GameCube,75.29
Black,79,84.0,62,261,PlayStation2,75.29
FIFA 20,79,12.0,62,3420,PlayStation4,75.29
Dead or Alive Dimensions,79,81.0,62,131,3DS,75.29
Pokken Tournament DX,79,76.0,62,258,Switch,75.29
Catherine,79,82.0,61,473,PlayStation3,75.25
Dissidia: Final Fantasy,79,82.0,61,289,PSP,75.25
Yoshi's Woolly World,78,85.0,83,453,WiiU,75.25
Prototype,78,77.0,83,381,Xbox360,75.25
Baten Kaitos: Eternal Wings and the Lost Ocean,80,83.0,48,83,GameCube,75.24
Buzz! Quiz TV,80,72.0,48,31,PlayStation3,75.24
Endless Space 2,80,78.0,48,154,PC,75.24
Ultimate Marvel vs. Capcom 3,80,79.0,48,101,PlayStationVita,75.24
Battlefield 2142,80,68.0,48,354,PC,75.24
Dragon's Crown Pro,80,80.0,48,87,PlayStation4,75.24
Naruto Shippuden: Ultimate Ninja Storm 4,79,82.0,60,418,PlayStation4,75.22
Football Manager 2017,80,53.0,47,122,PC,75.19
Ground Control II: Operation Exodus,80,78.0,47,30,PC,75.19
Sleeping Dogs,80,80.0,47,506,Xbox360,75.19
Sid Meier's Pirates!,80,64.0,47,23,Xbox,75.19
Final Fantasy Tactics A2: Grimoire of the Rift,80,88.0,47,221,DS,75.19
DeathSpank,79,82.0,59,100,Xbox360,75.18
LEGO Batman 2: DC Super Heroes,79,72.0,59,130,Xbox360,75.18
MotorStorm Arctic Edge,79,87.0,58,57,PSP,75.14
LEGO Harry Potter: Years 1-4,79,80.0,58,78,Xbox360,75.14
Tales of Berseria,79,71.0,57,525,PlayStation4,75.11
Pro Evolution Soccer 2019,79,64.0,56,321,PlayStation4,75.07
Eternal Sonata,79,80.0,56,111,Xbox360,75.07
Blue Dragon,79,80.0,56,191,Xbox360,75.07
Silent Hill: Shattered Memories,79,79.0,56,267,Wii,75.07
The Wonderful 101,78,86.0,75,541,WiiU,75.07
Ghostbusters: The Video Game,78,79.0,74,113,PlayStation3,75.04
Unravel,78,81.0,74,418,PlayStation4,75.04
Conker: Live & Reloaded,78,83.0,74,99,Xbox,75.04
OlliOlli,79,78.0,55,56,PlayStationVita,75.03
Trials Rising,79,66.0,55,63,PlayStation4,75.03
The King of Fighters XIV,79,82.0,55,286,PlayStation4,75.03
Gun,79,75.0,55,31,Xbox,75.03
Mario Golf: World Tour,78,81.0,73,90,3DS,75.02
ABZU,78,76.0,72,336,PlayStation4,74.99
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,79,78.0,54,79,PC,74.99
Quantum Break,77,72.0,106,2044,XboxOne,74.97
Ace Combat: Assault Horizon,78,62.0,71,89,Xbox360,74.97
Dead Rising 2: Case Zero,79,77.0,53,77,Xbox360,74.95
Prototype,79,76.0,53,352,PlayStation3,74.95
Ghostbusters: The Video Game,79,86.0,53,148,Xbox360,74.95
Driver: San Francisco,79,76.0,53,132,PlayStation3,74.95
Final Fantasy XIII-2,79,69.0,53,782,PlayStation3,74.95
Monster Hunter Stories,79,83.0,53,100,3DS,74.95
Fat Princess,79,83.0,53,210,PlayStation3,74.95
Fat Princess,79,83.0,53,210,PlayStation3,74.95
New Super Mario Bros. 2,78,72.0,70,579,3DS,74.94
Dead Rising 3,78,69.0,69,962,XboxOne,74.92
Transformers: Fall of Cybertron,79,85.0,52,180,Xbox360,74.91
Homeworld: Deserts of Kharak,79,79.0,52,206,PC,74.91
Dead Space 3,78,64.0,68,735,Xbox360,74.89
Lost Odyssey,78,84.0,68,509,Xbox360,74.89
Hitman: Absolution,79,72.0,51,497,Xbox360,74.87
Wolfenstein II: The New Colossus,79,75.0,51,261,Switch,74.87
Tiger Woods PGA Tour 11,79,78.0,51,19,Xbox360,74.87
Mario vs. Donkey Kong: Mini-Land Mayhem,79,79.0,51,21,DS,74.87
Payday 2,79,38.0,51,3757,PC,74.87
OutRun2,79,87.0,51,18,Xbox,74.87
Metroid Prime Pinball,79,79.0,51,35,DS,74.87
Trials Fusion,79,71.0,51,296,PlayStation4,74.87
ARMS,77,71.0,97,792,Switch,74.84
Rock Band Unplugged,79,86.0,50,37,PSP,74.83
R-Type Final,79,86.0,50,32,PlayStation2,74.83
Final Fantasy XIII-2,79,64.0,50,297,Xbox360,74.83
Alien: Isolation,79,82.0,50,1160,PlayStation4,74.83
The Lord of the Rings: The Battle for Middle-Earth II,79,81.0,50,89,Xbox360,74.83
Tales of Xillia,78,86.0,65,463,PlayStation3,74.81
The House of the Dead: Overkill,78,86.0,65,104,Wii,74.81
F.E.A.R. 2: Project Origin,79,77.0,49,617,PC,74.78
Skylanders Imaginators,79,58.0,49,32,PlayStation4,74.78
X-Men Legends,79,83.0,48,78,PlayStation2,74.74
Tropico 3,79,81.0,48,200,PC,74.74
Sid Meier's Civilization VI: Rise and Fall,79,62.0,48,137,PC,74.74
F.E.A.R. 2: Project Origin,79,79.0,48,113,PlayStation3,74.74
Tropico 6,78,66.0,62,141,PC,74.72
BattleTech,78,70.0,62,355,PC,74.72
A Way Out,78,79.0,62,734,PlayStation4,74.72
Star Wars: Squadrons,79,58.0,47,220,PlayStation4,74.69
L.A. Noire,79,81.0,47,218,Switch,74.69
Mario Strikers Charged,79,82.0,47,153,Wii,74.69
Street Fighter Alpha Anthology,79,83.0,47,17,PlayStation2,74.69
La Pucelle: Tactics,79,87.0,47,21,PlayStation2,74.69
Monday Night Combat,79,81.0,47,74,Xbox360,74.69
DeathSpank,79,83.0,47,120,PlayStation3,74.69
WWE Day of Reckoning,79,88.0,47,90,GameCube,74.69
WWE SmackDown vs. Raw 2009,79,70.0,47,49,Xbox360,74.69
LEGO Star Wars: The Force Awakens,78,74.0,61,150,PlayStation4,74.69
Shadow Warrior 2,78,80.0,61,527,PC,74.69
Call of Duty: Infinite Warfare,77,40.0,87,1699,PlayStation4,74.68
Theatrhythm Final Fantasy,78,78.0,60,123,3DS,74.66
Hyrule Warriors: Definitive Edition,78,80.0,59,200,Switch,74.62
Grand Slam Tennis,78,74.0,59,60,Wii,74.62
For Honor,78,61.0,59,1051,PlayStation4,74.62
Yakuza 4,78,84.0,59,232,PlayStation3,74.62
Metro 2033,77,77.0,83,416,Xbox360,74.61
Sonic Colors,78,84.0,58,454,Wii,74.59
Stellaris,78,80.0,57,828,PC,74.56
Mutant Year Zero: Road to Eden,78,78.0,57,301,PC,74.56
Hotel Dusk: Room 215,78,85.0,57,121,DS,74.56
Street Fighter V,77,36.0,80,1390,PlayStation4,74.55
World of Final Fantasy,77,77.0,78,383,PlayStation4,74.51
Call of Juarez: Bound in Blood,77,77.0,77,99,Xbox360,74.49
The Walking Dead: Season Two Episode 1 - All That Remains,78,85.0,55,594,PC,74.49
Kingdom Under Fire: Heroes,78,75.0,55,30,Xbox,74.49
Madden NFL 12,78,60.0,55,100,Xbox360,74.49
"Warhammer 40,000: Dawn of War III",77,46.0,76,467,PC,74.47
Granblue Fantasy: Versus,78,64.0,54,81,PlayStation4,74.46
Project: Snowblind,78,80.0,54,26,PlayStation2,74.46
Star Wars Republic Commando,78,86.0,54,107,Xbox,74.46
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,77,76.0,75,242,PlayStation4,74.45
XCOM: Chimera Squad,77,47.0,74,270,PC,74.43
MotorStorm: Apocalypse,77,79.0,74,182,PlayStation3,74.43
Life is Strange: Before the Storm - Episode 1: Awake,78,75.0,53,184,PlayStation4,74.42
Dissidia 012: Duodecim Final Fantasy,78,83.0,52,279,PSP,74.39
State of Decay,78,72.0,52,622,Xbox360,74.39
Little Nightmares,78,80.0,52,268,PlayStation4,74.39
Soul Sacrifice,77,82.0,71,309,PlayStationVita,74.37
Starhawk,77,78.0,71,198,PlayStation3,74.37
NHL 2K7,78,79.0,51,166,Xbox360,74.35
Ace Attorney Investigations: Miles Edgeworth,78,83.0,51,96,DS,74.35
Disgaea 3: Absence of Justice,78,82.0,51,129,PlayStation3,74.35
Rock Band 4,78,64.0,51,104,PlayStation4,74.35
GRID 2,78,58.0,51,162,Xbox360,74.35
Darksiders Genesis,77,76.0,70,196,PC,74.34
ZombiU,77,78.0,70,777,WiiU,74.34
Hitman - Intro Pack,77,52.0,69,277,PlayStation4,74.32
Rabbids Go Home,78,84.0,50,47,Wii,74.31
F.E.A.R. 2: Project Origin,77,80.0,68,125,Xbox360,74.3
My Friend Pedro,78,78.0,49,106,Switch,74.27
Grand Theft Auto: Liberty City Stories,78,78.0,49,158,PlayStation2,74.27
Call of Duty: Ghosts,78,39.0,49,1684,PlayStation4,74.27
3D Dot Game Heroes,77,81.0,66,103,PlayStation3,74.25
Apollo Justice: Ace Attorney,78,81.0,48,102,DS,74.23
Everybody's Golf,78,76.0,48,159,PlayStation4,74.23
Black,77,80.0,65,62,Xbox,74.22
Call of Juarez: Bound in Blood,78,76.0,47,108,PlayStation3,74.19
Top Spin 3,78,77.0,47,40,Xbox360,74.19
EA SPORTS UFC 4,78,15.0,47,398,PlayStation4,74.19
Alien Hominid,78,83.0,47,18,PlayStation2,74.19
Tom Clancy's EndWar,77,80.0,63,53,Xbox360,74.17
Destiny,76,61.0,95,5540,PlayStation4,74.14
Nintendo Land,77,79.0,61,529,WiiU,74.12
Quantum Conundrum,77,73.0,60,191,PC,74.1
LEGO Indiana Jones: The Original Adventures,77,78.0,60,93,Xbox360,74.1
Far Cry Primal,76,66.0,91,955,PlayStation4,74.09
Stranglehold,77,76.0,59,103,Xbox360,74.07
New Super Luigi U,77,80.0,59,320,WiiU,74.07
The Godfather,77,85.0,58,39,Xbox,74.04
Brain Age: Train Your Brain in Minutes a Day!,77,77.0,58,58,DS,74.04
Assassin's Creed Syndicate,76,68.0,86,1955,PlayStation4,74.02
Super Mario Party,76,72.0,84,503,Switch,73.99
Shadows of the Damned,77,82.0,56,155,PlayStation3,73.98
The Sims Medieval,77,60.0,56,188,PC,73.98
Killzone: Liberation,77,80.0,56,106,PSP,73.98
SoulCalibur V,77,63.0,56,139,Xbox360,73.98
Poochy & Yoshi's Woolly World,77,80.0,56,61,3DS,73.98
MAG,76,82.0,83,558,PlayStation3,73.97
Tales of Graces f,77,85.0,55,342,PlayStation3,73.95
Sniper Elite 4,77,68.0,55,256,PlayStation4,73.95
Hyrule Warriors,76,83.0,81,716,WiiU,73.94
Battlefield 2: Modern Combat,77,72.0,54,82,Xbox360,73.92
de Blob 2,77,73.0,54,28,Xbox360,73.92
Supreme Commander 2,77,62.0,54,821,PC,73.92
Ultimate Spider-Man,77,78.0,53,25,Xbox,73.89
Field Commander,77,79.0,53,32,PSP,73.89
Need for Speed Carbon,77,66.0,52,97,Xbox360,73.86
Shadows of the Damned,76,83.0,76,160,Xbox360,73.86
Mario & Luigi: Paper Jam,76,75.0,76,206,3DS,73.86
Insanely Twisted Shadow Planet,76,79.0,76,46,Xbox360,73.86
The Godfather,77,78.0,51,69,Xbox360,73.83
Call of Cthulhu: Dark Corners of the Earth,77,82.0,51,45,Xbox,73.83
Ape Escape 3,77,86.0,51,29,PlayStation2,73.83
Titan Quest,77,81.0,51,471,PC,73.83
Pokken Tournament,76,73.0,74,325,WiiU,73.82
Paper Mario: Color Splash,76,71.0,74,417,WiiU,73.82
Transformers: Devastation,77,75.0,50,213,PlayStation4,73.8
The World Ends with You: Final Remix,77,71.0,50,93,Switch,73.8
Alan Wake's American Nightmare,76,76.0,72,167,Xbox360,73.78
Total War: Rome II,76,43.0,71,3905,PC,73.76
Dead Nation,77,70.0,49,257,PlayStation3,73.76
Sonic Generations,77,81.0,49,477,Xbox360,73.76
Kirby's Return to Dream Land,77,87.0,49,221,Wii,73.76
Scott Pilgrim vs. the World: The Game,77,78.0,49,124,PlayStation3,73.76
Tom Clancy's Ghost Recon: Shadow Wars,77,79.0,49,83,3DS,73.76
Kingdom Hearts HD 1.5 ReMIX,77,88.0,49,507,PlayStation3,73.76
Singularity,76,77.0,70,181,Xbox360,73.75
Unravel Two,77,78.0,48,150,PlayStation4,73.73
Champions: Return to Arms,77,81.0,48,51,PlayStation2,73.73
Valiant Hearts: The Great War,77,83.0,48,638,PlayStation4,73.73
Fantasia: Music Evolved,77,75.0,48,69,XboxOne,73.73
Might & Magic: Heroes VI,77,60.0,48,644,PC,73.73
Singularity,77,78.0,48,121,PlayStation3,73.73
Story of Seasons: Friends of Mineral Town,77,81.0,48,49,Switch,73.73
Universe at War: Earth Assault,77,85.0,48,144,PC,73.73
Transformers: War for Cybertron,76,85.0,69,233,Xbox360,73.73
Yo-kai Watch,76,80.0,69,179,3DS,73.73
Twisted Metal,76,78.0,69,291,PlayStation3,73.73
Kingdom Hearts HD 2.8 Final Chapter Prologue,76,82.0,69,396,PlayStation4,73.73
Spider-Man: Shattered Dimensions,76,76.0,68,118,Xbox360,73.71
Dragon Quest Heroes II,76,76.0,68,74,PlayStation4,73.71
Tiger Woods PGA Tour 13,77,56.0,47,39,Xbox360,73.69
FIFA Street,77,67.0,47,64,Xbox360,73.69
Operation Flashpoint: Dragon Rising,77,75.0,47,119,Xbox360,73.69
EA Sports MMA,77,69.0,47,46,PlayStation3,73.69
The Suffering,77,88.0,47,56,PlayStation2,73.69
The Evil Within 2,76,85.0,67,1213,PlayStation4,73.69
Brothers in Arms: Hell's Highway,76,82.0,65,161,Xbox360,73.64
Plants vs Zombies: Garden Warfare,76,75.0,65,449,XboxOne,73.64
Sports Champions,76,79.0,64,118,PlayStation3,73.62
The Club,76,67.0,63,46,Xbox360,73.6
Destroy All Humans!,76,82.0,62,42,Xbox,73.58
Ratchet & Clank: Into the Nexus,76,83.0,60,285,PlayStation3,73.53
Kingdom Come: Deliverance,76,80.0,60,2434,PC,73.53
Spec Ops: The Line,76,83.0,59,361,Xbox360,73.51
"Warhammer 40,000: Space Marine",76,78.0,57,242,Xbox360,73.46
Tomb Raider: Underworld,76,67.0,57,213,Xbox360,73.46
Metal Slug 3,76,54.0,56,16,Xbox,73.44
Star Fox Command,76,70.0,56,66,DS,73.44
Tacoma,76,64.0,56,128,PC,73.44
Donkey Konga,76,80.0,55,32,GameCube,73.41
Hot Shots Golf: World Invitational,76,81.0,55,81,PlayStationVita,73.41
Wolfenstein: The Old Blood,76,78.0,54,435,PlayStation4,73.39
Ever Oasis,76,81.0,54,98,3DS,73.39
Rayman Raving Rabbids,76,78.0,54,127,Wii,73.39
Shadowrun Returns,76,74.0,54,999,PC,73.39
Trials of Mana,76,74.0,54,111,PlayStation4,73.39
Mario Tennis Aces,75,71.0,86,515,Switch,73.37
Band Hero,76,50.0,52,31,Xbox360,73.34
Concrete Genie,75,83.0,83,298,PlayStation4,73.33
Gran Turismo Sport,75,60.0,83,1617,PlayStation4,73.33
Phoenix Wright: Ace Attorney - Justice for All,76,86.0,51,158,DS,73.31
Wii Sports,76,80.0,51,429,Wii,73.31
Persona 4: Dancing All Night,76,54.0,51,314,PlayStationVita,73.31
Disney/Pixar Toy Story 3,76,84.0,50,63,Xbox360,73.28
Demigod,76,77.0,50,196,PC,73.28
Red Orchestra 2: Heroes of Stalingrad,76,73.0,49,761,PC,73.25
Call of Duty: Finest Hour,76,76.0,49,98,PlayStation2,73.25
LEGO Batman: The Videogame,76,79.0,49,107,Xbox360,73.25
Battlestations: Pacific,76,80.0,48,40,Xbox360,73.22
Second Sight,76,80.0,48,30,PlayStation2,73.22
Brothers in Arms: Hell's Highway,76,80.0,48,73,PlayStation3,73.22
X-Men Origins: Wolverine,75,83.0,74,125,Xbox360,73.21
Crysis 3,76,67.0,47,1435,PC,73.19
ShootMania Storm,76,73.0,47,77,PC,73.19
Overlord,76,83.0,47,75,Xbox360,73.19
Manhunt,76,84.0,47,178,PlayStation2,73.19
F.E.A.R. 3,75,69.0,71,147,Xbox360,73.16
Metal Gear Solid V: Ground Zeroes,75,64.0,70,1449,PlayStation4,73.15
Dante's Inferno,75,76.0,69,327,PlayStation3,73.13
Sly Cooper: Thieves in Time,75,83.0,69,422,PlayStation3,73.13
Paper Mario: Sticker Star,75,55.0,69,539,3DS,73.13
The Evil Within,75,75.0,65,1698,PlayStation4,73.06
WWE All Stars,75,71.0,64,52,Xbox360,73.05
Shadow of the Tomb Raider,75,74.0,63,1094,PlayStation4,73.03
Mafia II,75,79.0,61,415,PlayStation3,72.99
Overlord II,75,74.0,60,54,Xbox360,72.97
Sonic & Sega All-Stars Racing with Banjo-Kazooie,75,77.0,60,82,Xbox360,72.97
Pursuit Force,75,77.0,59,32,PSP,72.95
Ridge Racer 3D,75,74.0,59,60,3DS,72.95
Dragon's Dogma,75,79.0,59,333,Xbox360,72.95
Yakuza,75,84.0,58,121,PlayStation2,72.93
Hohokum,75,64.0,57,100,PlayStation4,72.92
Not a Hero,75,69.0,57,51,PC,72.92
Carrion,75,78.0,57,164,PC,72.92
Hydro Thunder Hurricane,75,82.0,56,81,Xbox360,72.89
EA Sports UFC 3,75,40.0,56,253,PlayStation4,72.89
Medal of Honor,75,75.0,56,301,PlayStation3,72.89
The Godfather,75,85.0,56,130,PlayStation2,72.89
Borderlands: The Pre-Sequel,75,63.0,55,906,PC,72.87
Feel the Magic: XY/XX,75,82.0,55,18,DS,72.87
Folklore,75,81.0,55,171,PlayStation3,72.87
Resident Evil: The Darkside Chronicles,75,78.0,55,101,Wii,72.87
Frontlines: Fuel of War,75,77.0,55,82,Xbox360,72.87
Stubbs the Zombie in Rebel Without a Pulse,75,85.0,55,25,Xbox,72.87
Green Day: Rock Band,75,66.0,54,33,Xbox360,72.85
Kingdom Hearts 3D: Dream Drop Distance,75,84.0,54,507,3DS,72.85
ONRUSH,75,59.0,54,169,PlayStation4,72.85
